project_id,project_name,category,status,latitude,longitude,coord_flag,start_year,completion_year,contract_amount,contractor,province,region,before_scene_count,after_scene_count,composite_valid,anywhere_ibi,anywhere_bui,anywhere_ndvi,anywhere_ndbi,anywhere_mndwi,anywhere_tcb,anywhere_tcg,anywhere_tcw,anywhere_ndti,broad_ibi,broad_bui,broad_ndvi,broad_ndbi,broad_mndwi,broad_tcb,broad_tcg,broad_tcw,broad_ndti,tight_ibi,tight_bui,tight_ndvi,tight_ndbi,tight_mndwi,tight_tcb,tight_tcg,tight_tcw,tight_ndti,before_tile_url,after_tile_url,signal_pattern,signal_interpretation,data_quality,ghost_probability,ghost_tier,coord_displacement,neighbour_mean_ibi,anomalous_vs_neighbourhood
18OB0404,"REHABILITATION OF MARIKINA RIVER OUTFALL INCLUDING LATERALS, BRGY. IVC, MARIKINA CITY",Flood Control and Drainage,Completed,14.6274238,121.0801197,ok,2018,2020,6532600.41,C.S.L. CONSTRUCTION CORPORATION (35156),,,0,19,False,27.357508444485696,0.0986232063661647,0.6649357828265908,0.1439039490919855,-0.0876041186192623,0.5294899753212928,0.0928374106932431,-0.1182512653663754,0.2439118503285196,-2.514286598241743,-0.2304528557924771,0.2289341454513702,-0.0015187103411069,-0.3041718443892606,0.3408350829194417,-0.055777004033673,-0.1744529034307138,0.0256467218860642,-1.6782621720174054,-0.2799128783404154,0.2731857203272601,-0.0067271580131553,-0.3564424026221874,0.3383318977079045,-0.041985431957425,-0.1847868995821548,0.0391396026924032,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/a7af1f8ccfb7d608d7bce036d6452d0e-743952c3d3038f22d26ca9495639aa5c/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/4fed6c3b58f7cdb0d8e1dbe5a4bdd7e0-2b583e7521975a24d2b429790f27fa86/tiles/{z}/{x}/{y},T-B-A+,Built within 150m but coordinate displaced (verify GPS first),sparse_before,0.5,suspect,coord_displaced,-0.7274445520055831,False
19DI0016,"CONSTRUCTION / MAINTENANCE OF FLOOD MITIGATION STRUCTURES AND DRAINAGE SYSTEMS - CONSTRUCTION OF FLOOD MITIGATION STRUCTURES - CONSTRUCTION OF REVETMENT ALONG STA. ROSA RIVER, BALIBAGO, STA. ROSA CITY, LAGUNA",Flood Control and Drainage,Completed,14.2897582,121.0859692,ok,2019,2020,62277177.8,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP. ([REVOKED] 38958),,,310,298,True,15097.481545170636,0.4392438549291705,0.3511682271482357,0.189624465472011,0.196101112613568,0.1294815360207111,0.2898165700048207,0.2381993571341038,0.2051120796065492,1.8914241222560009,0.032193561770462,-0.037649726478717,-0.0054561647082549,0.0460530607545599,-0.0071822337854904,-0.0122540298901823,0.0123666496898259,-0.0116635113045641,0.5590188325062965,0.0590141596581273,-0.0582450247506508,0.0007691349074765,0.0708745363406264,0.0083373868993124,-0.0206189548470499,0.0148623754948898,-0.0140473457873463,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/0ccc922e8bcd0dd8fe29cb589a59975c-1e4c7aa72866fac0d9e7a633f5b72504/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/e494a56c576cd92979c7ffd4c1536609-d0b91a22799d897784b80fca141050a5/tiles/{z}/{x}/{y},T+B+A+,Built at coordinate -- construction confirmed,ok,0.256,built,confirmed_built,-0.727444552005583,False
19OF0061,"REHABILITATION OF TULLAHAN RIVER, BRGY. GREATER  FAIRVIEW (PHASE II), Q.C.",Flood Control and Drainage,Completed,14.708575,121.0665139,ok,2019,2020,46549749.0,"RCDG CONSTRUCTION CORPORATION (5063) / A.T. DUMLAO CONSTRUCTION, INC. FORMERLYANDONI T. D (34028)",,,310,298,True,265.8817611012543,0.8673122293233987,0.2202006007715649,0.2713052951054733,0.24868502405852,0.1731540928006171,0.1077781766027211,0.0643316098153591,0.2327727135872236,-11.486181638142243,0.0308859923650198,-0.0099349927633999,0.0209509996016199,-0.0211648812561743,0.0136410131610439,-0.0057660237936309,-0.0218259762819296,0.001334104308684,-27.953759654336874,0.0955469986299735,-0.0239519194078249,0.0715950792221485,-0.0453668537556782,-0.0268954236461614,-0.0052935591109415,-0.0158468507412475,-0.0133436962754481,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/11d8681123d8c53460740fdd06d9247d-e5ea443c3c7b96070be135f9f449f4ad/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/70c529b366c4b8bb8ffffe7c0d914bb6-136621103214e9bfc6ab402dcef8203f/tiles/{z}/{x}/{y},T-B-A+,Built within 150m but coordinate displaced (verify GPS first),ok,0.6,suspect,coord_displaced,-0.727444552005583,False
19JA0017,"CONSTRUCTION OF FLOOD CONTROL AT TUMAGA RIVER BASIN, TETUAN SECTION, ZAMBOANGA CITY",Flood Control and Drainage,Completed,6.9235817,122.0938167,ok,2019,2020,19805527.39,AEJ HARDWARE CONSTRUCTION & ENTERPRISES (34740),,,310,298,True,133.23333255033498,0.5571469923705031,0.1212560806696126,0.2176440174833757,0.2070030169162294,0.1685432074859738,0.04799878218472,0.0484481970503926,0.1854550573669889,-8.567537126283115,0.1213756012054969,-0.0709443809446068,0.05043122026089,0.0103581450224888,0.0064644225420268,-0.0285552586895541,-0.0186985342287333,0.0154118404096055,12.086785935476694,0.2039953777932686,-0.1305652503522569,0.0734301274410117,0.0677640747811754,0.0144960030728849,-0.0514519762961198,-0.0162944684865923,0.0149280737875133,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/5b39947f58a60cd554ee3e11d49ad236-98a38c2627bdd677410300f7c58e094f/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/c35ce4798e8f6182bb1380707fc4017f-5423a5d433dbfc6aa6da08812d78f096/tiles/{z}/{x}/{y},T+B-A+,Scattered signal -- possible partial construction,ok,0.338,built,confirmed_built,-0.7274445520055831,False
19EF0141,"CONSTRUCTION OF PANITIAN FLOOD CONTROL, BRGY. PANITIAN, SOFRONIO ESPAÑOLA, PALAWAN",Flood Control and Drainage,Completed,9.0955206,118.0830136,ok,2019,2020,4531870.15,SAMURAI CONSTRUCTION (32214),,,310,298,True,6.382759872557984,0.1385426132816154,0.387479828550518,0.1250167453191537,0.1587852191076459,0.0777527297604829,0.1639674592386931,0.1498154232673346,0.0603816545373867,0.9320764546051498,-0.1917869347164857,0.1019316424097434,-0.0898552923067421,0.0256251283866523,-0.0176172741523669,0.0301688933649589,0.0383451382661788,-0.1168949629689623,0.2803712859188891,-0.05546517814107,0.0192170853113318,-0.0362480928297382,0.0506611321257403,0.0042941545064651,-0.0001472167111596,0.0113834210500048,-0.0699092746421977,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/12ca8424b479279bf2c8b08680a5c7bf-1eba3a2fb2259a6bf6b13ef937f112c2/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/ad1bfa5a998bf3e5e8a662e91b85b388-e607e1aebefd1aa62eb06fcb68f43456/tiles/{z}/{x}/{y},T+B+A+,Built at coordinate -- construction confirmed,ok,0.276,built,confirmed_built,-0.7274445520055831,False
17L00152,CONST./WIDENING/IMPVT. OF BYPASS RD @ JCT. DAVAO CITY DIV. RD-TIGATTO RD-JCT. DAVAO CITY DIV. RD INC,"Bridges, Flood Control Structures, Roads",Completed,7.116117,125.594397,ok,2017,2020,192668372.38,ST. GERRARD CONSTRUCTION GEN. CONTRACTOR & DEVELOPMENT CORP. (FORMERLY:ST. GERRARD CONSTRUCTION) ([REVOKED] 31762) / CLTG BUILDERS (16852),,,0,15,False,2.625825225917393,0.0485311933755797,0.8361609394015537,0.0489795528261377,-0.0246575437537903,0.5075760774493218,0.1823852181456983,-0.0841638540618121,0.1548386895197608,0.6413677854621479,-0.6615712585106366,0.4851295076947531,-0.1764417508158836,-0.3506438534678485,0.356782365964006,0.0357208052022261,-0.1465212648024704,-0.0617697106472683,0.5763631450537646,-0.5125191091725066,0.3873007047342051,-0.1252184044383014,-0.296291389850523,0.3611142799894046,-0.0027419011054584,-0.1510606870785994,-0.0306085759258573,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/883958c235eba505a140301a1f6ed612-3d65a1749c649b509142a68adba471b3/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/4cdaa6597389b43c786e300a362aface-c2d92e8da1928863d99f5c907747f5f5/tiles/{z}/{x}/{y},T+B+A+,Built at coordinate -- construction confirmed,sparse_before,0.5,suspect,confirmed_built,-0.7274445520055831,False
19N00031,"CONSTRUCTION/ MAINTENANCE OF FLOOD MITIGATION STRUCTURES AND DRAINAGE SYSTEMS- CONSTRUCTION OF CONCRETE DIKE FROM ACIGA RIVER, POBLACION 1 TO KALINAWAN RIVER, LA PAZ, SANTIAGO, AGUSAN DEL NORTE",Flood Control and Drainage,Completed,9.2578525,125.5456406,ok,2019,2020,115799971.47,ADFIL CORPORATION (14437),,,310,298,True,25.201238642566405,0.9582731225378488,0.4636720909869711,0.3192227304745558,0.4825711287792305,0.1213586089491844,0.1509192222703248,0.111676543738693,0.2463248591812759,-1.025376430299972,0.0866767202375396,-0.1076141478015722,-0.0209374275640325,0.1223050984239381,0.0184731311772564,-0.0373857503920491,0.0260755786591595,0.0014939328614707,-4.354100903258809,0.1695115032268403,-0.1633799848446396,0.0061315183822007,0.1584056758439019,-0.0038343677487267,-0.0604745705081829,0.0395681055626645,-0.0083250891891586,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/d565b40c3aa83bcf6f2bdafbb69edb88-9f0aa5a7b80f0c6e744201bc13c40ae0/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/f8f5f24edc73ee05a8d897545a59316c-67c09aab15a80fda332ffb9aaedd1278/tiles/{z}/{x}/{y},T-B-A+,Built within 150m but coordinate displaced (verify GPS first),ok,0.6,suspect,coord_displaced,-0.7274445520055831,False
19OD0186,"CONSTRUCTION/ REHABILITATION OF RIVERWALL ALONG TULLAHAN RIVER, STA. 7+502 TO STA. 7+681, BRGY. MARULAS, VALENZUELA CITY",Flood Control and Drainage,Completed,14.6701511,120.9893985,ok,2019,2020,57834032.3,JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS (24748),,,310,298,True,514.6688570518531,0.4531819741264771,0.2530725437299979,0.2993461511071053,0.1233910865235826,0.1234663495130837,0.0717392215751111,0.0342893322885036,0.1076237704071618,4.5977017258147175,0.022620048225949,0.0158566821786902,0.0384767304046393,-0.0641985639689105,0.0095261261355909,-0.004318839500436,-0.0369266605122309,-0.0147610777485785,2.799049863682613,0.1022289506695489,-0.0263813606684505,0.0758475900010983,-0.0562562592757381,0.0365985467825341,-0.0158647714246631,-0.0459871455777981,-0.0079600675130973,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/c3f594f3f29db55213aa2009e87c0799-12170076214ca7c62effc12a12ecf603/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/a60a280723fba9c90ed19cec58092512-85e381d23318af43fddc668cfcdac577/tiles/{z}/{x}/{y},T+B+A+,Built at coordinate -- construction confirmed,ok,0.256,built,confirmed_built,-0.7274445520055831,False
19OD0161,"CONSTRUCTION OF FLOOD CONTROL WALL ALONG THE BANKS OF CREEK IN BRGY. 168, CALOOCAN CITY",Flood Control and Drainage,Completed,14.7776844,121.049275,ok,2019,2020,28029661.34,"PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST. (2852)",,,310,298,True,914.1707203029432,0.1879239285596726,0.1001819484818094,0.0732591855383566,0.2271474656073664,0.0949073811314999,0.0304438755907118,0.0344699748061597,0.0808007156647163,26.439703145614747,0.0224900417401499,-0.0098473104096755,0.0126427313304743,-0.0324036127046152,0.0035236464165855,-0.0043398924020334,-0.017684357529539,0.0142116932198781,-0.5235942804280354,0.0125212357204002,-0.002746927053858,0.0097743086665421,-0.0233037721109207,0.0057428420097565,-0.0042307708689923,-0.017896627678142,-0.0008899164445413,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/2b7bc1850d6e023c911584b3b43951e7-198d70ef0675b08277ce986b574e1854/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/6251a9ad63b46015f82fc156ba927326-bd8345c91872a6989458726291ada497/tiles/{z}/{x}/{y},T-B+A+,Built nearby -- moderate coordinate offset,ok,0.35,built,confirmed_built,-0.7274445520055831,False
19LB0040,"CONSTRUCTION OF CONCRETE REVETMENT-DAVAO RIVER PROTECTING DAVAO RIVER BRIDGE, LEFT BANK, DOWNSTREAM, DAVAO CITY",Flood Control and Drainage,Completed,7.10425,125.5942778,ok,2019,2020,55170008.86,TKS BUILDERS & SUPPLIES (23415),,,310,298,True,325.2161547752719,0.6149862561958342,0.264879118102077,0.2213395489971631,0.3098505912945312,0.4168815082013607,0.080503174304217,0.0772625246301293,0.220443696717326,5.599260038301072,0.0679645184608523,-0.0715914913864117,-0.0036269729255594,0.0579065640377044,0.0340840068339907,-0.0216687865442978,-0.0051062049730211,0.0294718210369916,10.038153865569928,-0.0086719658477551,-0.0225266448168322,-0.0311986106645873,0.0309711889818309,0.0003582415758788,-0.0045869426527205,0.0034879788357556,0.0341813033241077,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/50ebb246d4a5748b1f4168e5ff9e7d54-acad76ec6e6385a63b74c23a4c89977d/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/ce0bd61e18e6a8304249ff1199b899d0-e0dfd4bca1ac3341b1185fa8b2200d18/tiles/{z}/{x}/{y},T+B+A+,Built at coordinate -- construction confirmed,ok,0.262,built,confirmed_built,-0.7274445520055831,False
20PL0050,"CONSTRUCTION OF HILLTOP DRAINAGE CANAL SYSTEM, PINUKPUK JUNCTION, PINUKPUK, KALINGA",Flood Control and Drainage,Completed,17.6122222,121.4100833,ok,2020,2020,974663.94,FIRST RELIABLE BUILDERS (34030),,,226,161,True,329.59011608038594,0.1419949132169872,0.200174407830148,0.0624980971858041,0.2790855538133028,0.208313272871077,0.070709901972115,0.1071365724079311,0.0913112467026473,-6.230298167322605,-0.1031514532068793,0.0517136913297452,-0.051437761877134,0.0080480526940392,-0.012370919508846,0.0157133957606035,0.0212666681102711,-0.0428083516628506,0.4294047795208112,-0.0904122886114217,0.0491630946146565,-0.0412491939967652,-0.0083066710305781,-0.0181538195632858,0.0163802559386233,0.0170990548232435,-0.0110826274744402,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/3050cd7b6f924ebb59ec2a782f1f7755-15fa980a0008e9df02b6e3ccf6053e2d/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/59fe837654eb53d66abb47c2f47513d9-7a4c35465ec6a200e25a8b1fb5afb142/tiles/{z}/{x}/{y},T+B-A+,Scattered signal -- possible partial construction,ok,0.35,built,confirmed_built,-0.7274445520055831,False
20FB0080,"CONSTRUCTION/MAINTENANCE OF FLOOD MITIGATION STRUCTURES AND DRAINAGE SYSTEMS - CONSTRUCTION/REHABILITATION OF PUROK 3 QUIRANGAY FLOOD CONTROL SYSTEM, CAMALIG, ALBAY",Flood Control and Drainage,Completed,13.1939894,123.6567721,ok,2020,2020,37971462.62,NUMERICAL GATE CONSTRUCTION & SUPPLY CORPORATION (34122),,,226,161,True,1.3481433789014972,0.3106996536519644,0.1372917496604735,0.1175424610292981,0.2565590412055632,0.2088872004687786,0.0554538949251174,0.0690226545996963,0.1104916687356782,0.1633016648942273,0.0008328469841623,-0.0063536531658663,-0.0055208061817039,0.0366796322256585,0.0067029902029467,-0.0017944346346904,0.0079954516021841,-0.0263628818130322,0.186503902586125,-0.04163367626882,0.0250580267600262,-0.0165756495087938,0.0188102253427834,0.018037404432403,0.0115731042133283,0.0023642608503056,-0.035102157554039,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/2b554aa210c357c3cfd523d4d3d588fe-001c7902d1259a4be2e19171a343e10d/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/905fe53d4ac17763fc9e86fa90ced7b5-114d56da5070fc90c71c66332baeaed5/tiles/{z}/{x}/{y},T+B+A+,Built at coordinate -- construction confirmed,ok,0.276,built,confirmed_built,-0.7274445520055831,False
19CN0050,"CONSTRUCTION OF DITUBO FLOOD CONTROL, BRGY. DILAGUIDI, DILASAG, AURORA",Flood Control and Drainage,Completed,16.4396394,122.1948911,ok,2019,2020,24500000.0,IRC CONSTRUCTION & SUPPLIES (29943),,,310,298,True,31.162957309618346,0.4740324166427579,0.1966325465383246,0.1844503232774641,0.4308845189567462,0.0964634885877371,0.0583666474826633,0.126740597769618,0.2800030868945461,-0.6446166331342741,0.1294673685281999,-0.097730388021898,0.0317369805063017,0.0471527710435308,0.0153867015144087,-0.0303793795034139,-0.0056170026769436,0.0448556719438574,-0.8465502200954215,0.2391718831240416,-0.1793230086023879,0.0598488745216536,0.0961991226484044,0.0425316083449287,-0.059172625238734,-0.0129565358015254,0.0414811490788665,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/172a753493d3655e6cdaf0f0497e4b62-252499259a6f5ff2b1f162bafeb2fa1b/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/ec42b56df26b862347677873831888df-1394b18edabee52c421bd3d0a78db019/tiles/{z}/{x}/{y},T-B-A+,Built within 150m but coordinate displaced (verify GPS first),ok,0.6,suspect,coord_displaced,-0.7274445520055831,False
19GK0154,"CONSTRUCTION OF FLOOD MITIGATION STRUCTURE - CONSTRUCTION OF FLOOD CONTROL STRUCTURE ALONG MALOGO RIVER (BOTH STREAM) ,ABUT. B VICTORIAS CITY, NEGROS OCCIDENTAL",Flood Control and Drainage,Completed,10.8929056,123.0385417,ok,2019,2020,93996904.09,"REDSON CONSTRUCTION AND SUPPLIES, INC. (FORMERLY: REDSON CONSTRUCTION AND SUPPLIES) (35128) / SUPREME ABF CONST. & CONST. SUPPLY COMPANY INC. (25226)",,,310,298,True,90.52925820094036,0.5441101015166058,0.3722762284313846,0.2868178691750787,0.3385240643695047,0.1228414252847434,0.1003558615632355,0.0541701555103062,0.2142269246981681,-0.4888207943647521,-0.005584815862939,-0.0030682219104296,-0.0086530377733686,0.0199589460007291,-0.0016599106711802,0.0022434429408045,0.0030799152546317,-0.0280183091349436,-3.763082236919148,0.038458116817175,-0.0309620315282229,0.007496085288952,0.0161366558851802,0.0061272872651828,-0.0122077148035865,-0.0016400142931862,-0.0081096239231507,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/23a5ea4da71068f83c7598f77e65697c-f7414d914236769929e540123449c3d2/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/3bb9e74b20e8929267d64359dd36d72b-48a3a78e45519e2bb3ea6bd1107b8118/tiles/{z}/{x}/{y},T-B-A+,Built within 150m but coordinate displaced (verify GPS first),ok,0.6,suspect,coord_displaced,-0.7274445520055831,False
19OC0212,"REHABILITATION/UPGRADING OF DRAINAGE SYSTEM ALONG DUNGON ST. AND ITS VICINITY, BRGY. SAN MARTIN DE PORRES,PARAÑAQUE CITY, METRO MANILA",Flood Control and Drainage,Completed,14.4930336,121.0435933,ok,2019,2020,14244300.0,EBUILDERS CONSTRUCTION & DEVELOPMENT CORP. (36855),,,310,298,True,117.90559056607064,0.4980365795525857,0.2910126789587735,0.1856667159955629,0.2553901302431949,0.1478970786392688,0.1568646717861294,0.0558558453276753,0.0878083916711367,-3.860314169978115,-0.0586040085029479,0.0280933021469417,-0.0305107063560061,0.0106533311277296,-0.0064130810351539,0.0075042298327403,0.008766106745286,-0.0286215614426503,1.4744275692260072,-0.0260797936626319,-0.0280391658519793,-0.0541189595146112,0.0698662804580706,0.0615930386240571,-0.0167150307652459,0.0028132175915759,-0.0100094239999299,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/d3587ba927ec6d62c7e9c7e9809f3129-b8535fdec18e3f4ec5f9b3e88978dd54/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/ac7d4e2bb68c67bb0e08d8d01cf27b90-dd25ca2b2357283e5020feed676ad99d/tiles/{z}/{x}/{y},T+B-A+,Scattered signal -- possible partial construction,ok,0.332,built,confirmed_built,-0.727444552005583,False
20IA0040,"CONSTRUCTION OF FLOOD CONTROL, BRGY. PALANAY TO BRGY. VICTORY (124.47218, 11.48019 TO 124.47273, 11.48095), CAIBIRAN, BILIRAN PROVINCE",Flood Control and Drainage,Completed,11.5720329,124.5781784,ok,2020,2020,4835950.0,M.B. ANG CONSTRUCTION & SUPPLY (25001),,,226,161,True,147.63073646318875,0.2929918143345733,0.1147498568191731,0.1248555523076524,0.1297265696819999,0.084363840278983,0.0371738963164389,0.0394213007725775,0.2112698821994161,0.0520833598516967,0.0234805540554787,-0.0140158095210298,0.0094647445344489,-0.0252392501336847,-0.0357513883135518,-0.0040776220069192,0.0087021653065473,0.0313267115748863,-0.2276739699777592,-0.0354492773657986,0.0411940303573864,0.0057447529915877,-0.0490552580221303,-0.058548043500679,-0.0003645543212909,0.0130211637540146,-0.0171107512885612,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/3ad2812d2fc00002082b56972bfe0f9d-4c09910318f782833d815ea953833b3c/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/6b3e17f5da16f4eb646bce9b2ca3584a-8f9591935296328edf00a9b544e2eb29/tiles/{z}/{x}/{y},T-B+A+,Built nearby -- moderate coordinate offset,ok,0.35,built,confirmed_built,-0.7274445520055831,False
19EF0140,"CONSTRUCTION OF DANADIO FLOOD CONTROL, BRGY DANADIO, BROOKE'S POINT, PALAWAN",Flood Control and Drainage,Completed,8.8672611,117.8634725,ok,2019,2020,4862021.61,RESILIENT INFRABUILDERS CORP. (44855),,,310,298,True,5.639449782837476,0.0349344215081772,0.3839163650951074,-0.0317540498542126,0.251070002408349,0.0830681033786386,0.1388316829845309,0.2428277046702802,0.0128432878814817,1.522899874914606,-0.2794199457274324,0.1027969631673038,-0.1766229825601288,0.1194517573637817,-0.0476968021598587,0.0391677737648304,0.0960034467990905,-0.1346498008575808,1.0040158408914028,-0.1936786690377451,0.0482259863940455,-0.1454526826436995,0.1437523909457352,-0.024293450661642,0.0148490986224,0.0761736873468355,-0.1147803473056813,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/6db9ec8e6f198801afdc018256fceb02-32efa3febcccba42bec3f343cbd44940/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/9fdba50d5c048e87164f356da73a6ac1-e062984a6bf6b7ccf8cd22a7ba0faa14/tiles/{z}/{x}/{y},T+B+A+,Built at coordinate -- construction confirmed,ok,0.282,built,confirmed_built,-0.7274445520055831,False
19EH0010,"CONSTRUCTION OF FLOOD MITIGATION STRUCTURE - CONSTRUCTION OF LIBERTAD RIVER CONTROL, STA. 0 + 000 - STA. 0 + 266.00 (R/S), STA. 0 + 180 - STA. 0 + 240 (L/S), LIBERTAD, ODIONGAN, ROMBLON",Flood Control and Drainage,Completed,12.4523127,122.0121013,ok,2019,2020,37617459.53,E.R. DELA CRUZ CONSTRUCTION & SUPPLY (32158),,,310,298,True,0.9869681419688026,0.485810851550035,0.2396938616061587,0.1685506512635125,0.3141703547032975,0.0485254382245242,0.072021943937242,0.0912286373306066,0.1878068462840972,0.0647869004427895,0.0310203200222687,-0.039772598447639,-0.0087522784253702,0.064290163488654,-0.0188760987503716,-0.0255133358518562,0.0162378897278662,-0.0109641987627783,0.0382493182610133,0.048146039066104,-0.0492151392964224,-0.0010691002303184,0.0662314310020788,-0.0265116015065798,-0.0273810809177935,0.0160224817431476,0.0015657252079289,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/b5f8b3d6004c870ca2a5ec7049510787-98dcaf2aa8887bb389c969cddcbaaa76/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/45d45ed52e68d9d0515a7e64df3a0bf8-f878e373ec31622616701c2a2817164e/tiles/{z}/{x}/{y},T-B+A+,Built nearby -- moderate coordinate offset,ok,0.35,built,confirmed_built,-0.7274445520055831,False
20EA0004,"CONSTRUCTION/MAINTENANCE OF FLOOD MITIGATION STRUCTURES AND DRAINAGE SYSTEMS, CONSTRUCTION OF SAWI FLOOD CONTROL, BOAC,MARINDUQUE",Flood Control and Drainage,Completed,13.4487353,121.8526401,ok,2020,2020,45225342.22,MRRM TRADING & CONSTRUCTION (19657),,,226,161,True,286.68121547042324,0.8557021679702098,0.5435641463395656,0.2749671387790039,0.3220328491422795,0.2818395869515837,0.1077685247719288,0.1131669330656528,0.305333147936182,2.029755395474514,0.0871522174441796,-0.0807788198974774,0.0063733975467023,0.0717429519382626,0.0335625688324092,-0.0318282949718504,-0.0019965523814751,0.0290192105334576,7.096188789851272,-0.1263807726982926,0.0872347344231678,-0.0391460382751247,-0.0134563022677752,-0.000860357893574,0.0174343299081414,0.0102299185127783,-0.0530349391381768,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/175a539d0dd93df1a6a4833f38170cb1-bcc28740a1791c222f4e40ab46936fb9/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/7c60c91e0091cd2bfc09ba489f026f68-c4268dbe2303fe65f615506e6e4c62f4/tiles/{z}/{x}/{y},T+B+A+,Built at coordinate -- construction confirmed,ok,0.248,built,confirmed_built,-0.7274445520055831,False
20DD0051,"LOCAL PROGRAM, LOCAL INFRASTRUCTURE PROGRAM, FLOOD CONTROL AND DRAINAGE, DRAINAGE/PROTECTION WORKS, CONSTRUCTION OF DRAINAGE SYSTEM, BRGY. LATAG, LIPA CITY, BATANGAS",Flood Control and Drainage,Completed,13.9300156,121.1749558,ok,2020,2020,4801460.0,VRV CONSTRUCTION AND TRADING (34776),,,226,161,True,9.473162576958062,0.4616546691870633,0.1802671937155583,0.1550357502172788,0.4082502537948138,0.1133777530297636,0.0906614646986126,0.0976166628487408,0.1569056599351932,-1.6184218305617244,-0.0394985151755501,-0.0038110684805655,-0.0433095836561157,0.0562072636542617,0.0024263460836869,0.0001434774608273,0.0180292784948738,-0.016610635430967,0.8648198562022971,-0.0233760839165289,-0.0344561239279274,-0.0578322078444564,0.1114385919586753,0.0073614600425834,-0.0025691087914578,0.0451496270757241,-0.0048422397351864,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/fae914131533cdc43557debcfd99af3c-bdfe7b4b0b880a3bdc51fd0388083cac/tiles/{z}/{x}/{y},https://earthengine.googleapis.com/v1/projects/ee-fragotyron/maps/09333d93f14a21806036662350d83915-a6ef21719bd502eba42e3dabab69cec1/tiles/{z}/{x}/{y},T+B-A+,Scattered signal -- possible partial construction,ok,0.35,built,confirmed_built,-0.7274445520055831,False
