project_id,project_name,category,status,latitude,longitude,coord_flag,start_year,completion_year,contract_amount,contractor,province,region,before_scene_count,after_scene_count,composite_valid,tight_ibi,tight_bui,tight_ndvi,tight_ndbi,tight_mndwi,tight_tcb,tight_tcg,tight_tcw,tight_ndti,broad_ibi,broad_bui,broad_ndvi,broad_ndbi,broad_mndwi,broad_tcb,broad_tcg,broad_tcw,broad_ndti,anywhere_ibi,anywhere_bui,anywhere_ndvi,anywhere_ndbi,anywhere_mndwi,anywhere_tcb,anywhere_tcg,anywhere_tcw,anywhere_ndti,before_thumb_url,after_thumb_url,signal_pattern,signal_interpretation
19PD0055,"CONSTRUCTION OF FLOOD MITIGATION STRUCTURE-CONSTRUCTION OF DRAINAGE, BRGY. UPPER MAGSAYSAY, BAGUIO CITY, BENGUET",Flood Control and Drainage,Completed,16.4168172,120.5952064,ok,2019,2019,1980000.0,ATOLBA CONSTRUCTION (33768),,,464,584,True,-12.692450606113052,-0.0011740218637498574,-0.0010696998936926623,-0.0022437217574425225,0.005211544468051201,-0.01853496283227181,0.003102111895626403,0.01110275699916313,-0.015081563154813174,1468.0654392374101,-0.001195300535179481,0.008013569767143947,0.006818269231964462,-0.01233039955977493,-0.020681171457153025,0.004517296216963215,0.007246935913260845,-0.012004333864895148,120057.1758467403,0.12179604439875891,0.12379649250342259,0.08091368711664837,0.11151718654447718,0.044953500200063,0.03235600393377244,0.03180684785321353,0.06683519950203576,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/ed0223261abee2e4ef41ba09bb9729b6-8d20907c31016f39829a08f5ed2f227a:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/e38f98e1fd390f32cfca3ecd6b683d00-bd782100bd426c0f71247518b3360d64:getPixels,T-B+A+,Built nearby -- moderate coordinate offset
19FB0154,"CONSTRUCTION/MAINTENANCE OF FLOOD MITIGATION STRUCTURES AND DRAINAGE SYSTEMS - CONSTRUCTION OF FLOOD CONTROL SYSTEM, CABANGAN, CAMALIG, ALBAY",Flood Control and Drainage,Completed,13.198146,123.6772987,ok,2019,2019,9497990.32,FIXTRUCTURE CONSTRUCTION & SUPPLY (43767),,,464,584,True,0.514994641181424,0.21548772280121078,-0.14470021273725686,0.07078751006395387,0.0680901811971106,0.059629692006956704,-0.049132248753872225,-0.02295851141963853,0.04934357809079373,0.18309135479168812,0.14960892042674553,-0.09341874062458598,0.05619017980215954,0.047918355602958936,0.046995916409943564,-0.031828132996801525,-0.02257175496051125,0.04218983148723328,4.766138994048971,0.46512031991502123,0.0790183173878797,0.2380434883396972,0.3138639224400166,0.26732264826595786,0.03969203546661884,0.029769773859530724,0.2340138977196683,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/af4aa719cec282d50724ed3215a0ed2d-79d8b3e83697a2eecdb46484f881deed:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/f80804553c30e12f0c4ffd211bfe3632-f322d819d660c74428e11ce4e13b04fe:getPixels,T+B+A+,Built at coordinate -- construction confirmed
19CI0107,LOCAL PROGRAM;FLOOD CONTROL STRUCTURES/FACILITIES;CONST/REHAB OF DRAINAGE SYSTEM AT ANGELES CITY PAMPANGA,Flood Control and Drainage,Completed,15.1693703,120.6295419,ok,2019,2019,30353488.84,AL-B DEVELOPMENT CORPORATION (11740),,,464,584,True,0.861296407161968,-0.06094077908998345,0.03977793069547234,-0.02116284839451111,-0.007423869319840265,0.020191275577435025,0.009827792496374783,-0.008299849340349124,-0.020667859045638948,-0.3774947786135325,-0.07336606698972312,0.03708055705045777,-0.036285509939265326,0.004672907651254368,0.02930394320805089,0.009124228215122779,-0.004736759182021277,-0.02032434782848491,4322.800483936721,0.10927236794490575,0.18738813346041633,0.05366361930752881,0.16921583212378477,0.129200802949071,0.06714705113768576,0.039439434432238324,0.030208509232068963,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/86c0f9b0d12df1d50d3257ecdd613af2-e65469cf1f4833a4a04aae4bccd74946:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/84a7c4cd8a691370a06856fcc22400b3-d85b06b89634b296d39f486d0e09b1d4:getPixels,T+B-A+,Scattered signal -- possible partial construction
19ED0060,"REHABILITATION/CONSTRUCTION OF GABION REVETMENT NAUJAN, (MAG-ASAWANG TUBIG), BRGY. TAGUMPAY, NAUJAN, ORIENTAL MINDORO",Flood Control and Drainage,Completed,13.1649255,121.1711464,ok,2019,2019,23488549.27,NORTHERN BUILDERS (8789),,,464,584,True,5.140412324989862,0.014034839366236718,0.015037241242589067,0.029072080608825785,-0.03926578790046895,-0.006287859296805212,0.0051273638988120745,-0.0072328952249220676,-0.0026649719624731905,1.2196218652912634,-0.04601717985985261,0.045424547771193306,-0.0005926320886593037,-0.03482282687481218,-0.01689670716867613,0.01855190481993175,-0.0019435357723666293,-0.015443461040159867,313.6223083448813,0.18772977519569023,0.3878411654310836,0.13673093117842425,0.19142128495851343,0.1334064747869968,0.13520650591403247,0.05942600090578201,0.10623697115142529,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/76a3c43c2f882537cde98903f497833c-68a6568b71ad395b75247a7c49502d34:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/3f7971e838e8126149c3fea80b45ce8c-fb6213d1af053536a8174a80c47a61f0:getPixels,T+B+A+,Built at coordinate -- construction confirmed
19IA0064,"CONSTRUCTION OF FLOOD CONTROL STRUCTURE, BRGY. JULITA, BILIRAN, BILIRAN (11.4785, 124.51484  TO 11.47824, 124.51497)",Flood Control and Drainage,Completed,11.4782742,124.5149011,ok,2019,2019,1953800.0,INFRASERVE BUILDERS AND SUPPLIES (36222),,,464,584,True,0.1545871739794267,0.05625711652303155,-0.06006837425188771,-0.0038112577288561727,0.0722804735575187,-0.002787456504837071,-0.022496853519803607,0.015467654380378913,-0.017914715987345543,0.14437368604181658,-0.0380443203276135,0.027037902580814527,-0.011006417746798985,0.003880654843060196,0.005894796416346976,0.008753937869876178,0.0025014630862173273,-0.04632528228546619,74.5969275455004,0.33156253019883714,0.2925841762898401,0.1817759032124489,0.17424307981941903,0.0703745697557927,0.08740072917528452,0.05585766710937018,0.12442026737933139,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/028bec6bf0a6c805cd4065f83b6f2c3f-e8a1a95e8aa1bbf99cf3d24f1197d73b:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/b9de3b5ea5d05af31d5c9b7c561867ce-da770fd8bd98e2b67c423cfa366e4028:getPixels,T+B+A+,Built at coordinate -- construction confirmed
19AI0225,"CONSTRUCTION/IMPROVEMENT OF DRAINAGE CANAL AT SAN NICOLAS, PANGASINAN",Flood Control and Drainage,Completed,16.0709244,120.7620067,ok,2019,2019,4349205.81,R.G. DIAZ  BUILDERS & TRADING (23814),,,464,584,True,5.912189520748102,0.0543459739808711,-0.06031210253981528,-0.005966128558944189,0.08342399389977721,0.07101768070744671,-0.036453771897205584,-0.009600650749642017,-0.02072856636919308,11.455766369987785,0.01097574165305952,-0.01043830689541523,0.0005374347576442857,0.012235768016538836,0.024240915881329206,-0.0094499862654489,-0.008592998782916252,-0.007064812449518463,649.603710274106,0.22857779688597724,0.1069325956573337,0.06811639957391058,0.18688159620513087,0.21002660365402692,0.03350516175851222,0.03934480644203725,0.09961917058407754,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/8052f8fe402dd5ccff54326f8398ff14-1c8a5272860dd2f9f1d473ac93fca1ac:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/9bd7e607a554a33cd3cfd5be2e6f9c25-c2c382e23f7ccb116b0947259ed28d39:getPixels,T+B+A+,Built at coordinate -- construction confirmed
19DE0159,"LOCAL INFRASTRUCTURE PROGRAM - CONSTRUCTION OF FLOOD CONTROL AT BARANGAY MAINAGA, MABINI, BATANGAS",Flood Control and Drainage,Completed,13.7607192,120.9548125,ok,2019,2019,4875685.96,6 JEWELS CONSTRUCTION (34737),,,464,584,True,-5.473984515197025,0.06979648981058063,-0.024771281866867563,0.04502520794371308,-0.012168140986736981,0.039709645735492016,-0.026030112462948205,-0.03948287082088525,-0.015562628368759662,-0.1901453516857315,-0.04626344056846191,0.03690582537602398,-0.00935761519243791,-0.017620579190598604,0.0024522128517116353,0.008805894254491419,-0.0037554803790486617,-0.01343944530825782,44.035198348583634,0.21368475350050614,0.2745516760338079,0.13841298306852146,0.17727636035980499,0.15077315275967118,0.12487872799783947,0.10463400958925481,0.1138158176091734,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/fae3dd17a448af89e58addb704fa7b8c-73fd64b8474bc920f9f09fe8dbadc6d1:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/ad1f6f3d9367cf06ef0f753f661ff792-ccff59ec0f061c28f8203781a3c2378a:getPixels,T-B-A+,Built within 150m but coordinate displaced (verify GPS first)
20ID0037,"CONSTRUCTION/ MAINTENANCE OF FLOOD MITIGATION STRUCTURES AND DRAINAGE SYSTEMS REHABILITATION OF FLOOD CONTROL STRUCTURES,BRGY. EAST VISORIA,CARIGARA,LEYTE",Flood Control and Drainage,Completed,11.298727,124.6814957,ok,2020,2020,5685472.52,"FAIRCHILD BUILDERS & DEVELOPERS, INC. (10024)",,,242,170,True,0.24660132693923667,-0.08093931121228687,0.053932418307425976,-0.027006892904860906,-0.007795657887612849,0.020930626940840292,0.023220053064337578,-0.0031890527033289814,-0.05099553604293215,0.23744279465503554,-0.05160632728576111,0.03885888697218448,-0.012747440313576597,-0.002157609118640701,0.0004500484875487805,0.011706376713950617,0.0018599126286089468,-0.03713797354393286,6.951590907727076,0.23550181268884582,0.35005443264373026,0.0930430284102773,0.07839477783349169,0.05296450122594826,0.10997024188451471,0.03710928196907046,0.09104981666588659,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/c9763ce1a270aad8cfaa427bb1f67a52-a53410aef29adb271f311438e13e1d52:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/35d81f48ce73645105926354a4926a8f-c98259143dcd9a19d82f8295048746bb:getPixels,T+B+A+,Built at coordinate -- construction confirmed
20OF0031,"REHABILITATION OF DRAINAGE MALAMBO, QUEZON CITY",Flood Control and Drainage,Completed,14.6333528,121.0133881,ok,2020,2020,9505932.1,FRAMECON BUILDERS (22482),,,242,170,True,0.16051553886910067,-0.04310221316948838,0.026029439514343302,-0.01707277365514509,-0.027270968535631608,-9.874516672765357e-05,0.009032441742860543,-0.01353071910010215,-0.012220142769869198,2.0033240923929387,0.004286484374969415,-0.011684919118746312,-0.007398434743776894,0.001164257227134378,0.0192827101851177,-0.0022541434702712517,-0.011013536029969084,0.00508153616159398,176.97486040521892,0.4352094268787552,0.2479682046142524,0.08661496963480318,0.28334079462398265,0.14444591816216712,0.09522620706111196,0.04055058256238703,0.1352363183176197,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/b87166bc1e51200516094fec6aac42af-dbd30d4d68f264dba96162dde7947e95:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/1f4c31fac73e943b8f4fc7fc63a353a3-939ba4ca4994a4b03a842f72b0e870b1:getPixels,T+B+A+,Built at coordinate -- construction confirmed
19AD0028,"CONSTRUCTION/MIANTENANCE OF FLOOD MITIGATION STRUCTURES AND DRAINAGE SYSTEMS: CONSTRUCTION OF STA. MARIA FLOOD CONTROL, STA. MARIA, ILOCOS SUR",Flood Control and Drainage,Completed,17.3866425,120.4637833,ok,2019,2020,18717884.63,MBB CONSTRUCTION AND SUPPLY (FORMERLY: MBB CONSTRUCTION) (11363),,,222,217,True,-60.168656791099195,-0.03857016768390625,0.02250710965254201,-0.016063058031364232,0.01727650759863103,-0.008652488795576485,0.008223574466700329,0.01523133374099682,-0.036113791890361915,-2.4478807083693397,0.020957114494515428,0.011708333332944664,0.032665447827460094,-0.03406132918661468,-0.017913116873826823,0.010508269126282077,0.005917218385242058,-0.007564138105380801,529.2425135657976,0.43147092047376134,0.19549575597436059,0.31584304063137114,0.47837968754952986,0.1026870138332247,0.06158205990940334,0.07122163135185837,0.15077521956826878,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/a7288cff4ac5accec355f466288f0574-d61a9d8689122de6f5a7e88e5d48da7b:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/b452654c110a0d850b9e27f9b51ad479-d99f0d8364411c77938ab55458daf033:getPixels,T-B-A+,Built within 150m but coordinate displaced (verify GPS first)
20OA0005,"CONST. OF RIVERWALL AND ROAD DIKE (PHASE 8) BRGY. DAMPALIT, MAL. CITY",Flood Control and Drainage,Completed,14.6892434,120.9315934,ok,2020,2020,35990795.56,MEGAY CONSTRUCTION INC. (FORMERLY: MEGAY CONSTRUCTION) (34354),,,242,170,True,6.438796857769128,0.14070905123966448,-0.12093124426688172,0.019777806972782745,0.044845351140774155,0.024844143718327764,-0.03468578767596008,-0.0060922510764940905,0.02281553938785656,0.7929006090207623,0.1107814369811351,-0.05967064313244377,0.05111079384869137,-0.016017450006618767,0.0069322194000846936,-0.010858866666771586,-0.005300392530708371,0.025268995657187522,313.29985723548134,0.45380051343830885,0.08813334790012772,0.25771742205007786,0.17668398158762855,0.06086892434582114,0.00927828773818911,0.022642968408763425,0.1591280164859961,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/18adacd06a948056997cfe27bcbf8539-00b8407c62574561b63ab9d29bb71a16:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/4a763e0222fc37547da45661fd5e667c-6b76e4e39f98d78f0bc09bb0e8eb2a1e:getPixels,T+B+A+,Built at coordinate -- construction confirmed
19EA0038,"CONSTRUCTION/MAINTENANCE OF FLOOD MITIGATION STRUCTURE AND DRAINAGE SYSTEM, CONSTRUCTION OF BANTAD FLOOD CONTROL, BOAC, MARINDUQUE",Flood Control and Drainage,Completed,13.4512346,121.8511929,ok,2019,2020,37433811.04,"MONOLITHIC CONSTRUCTION & CONCRETE PRODUCTS, INC. (5733)",,,222,217,True,-5.253488026839879,0.22331687738813844,-0.18672603466564616,0.0365908427224923,0.2080184573095029,0.021560079956409166,-0.058263278573735006,0.026608779207031957,-0.002546312588077732,-0.19281796129773784,0.1281824367723632,-0.10376137131902295,0.02442106545334023,0.09999107831731824,0.026921026831300092,-0.029973943527725973,0.004626117492902402,-0.01674676533482318,71.90297446593614,1.032440612790656,0.1556272767516793,0.2852464922935697,0.6222717975616199,0.15576499835848812,0.067700850994885,0.11716225555650889,0.17815340074058295,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/7548d4cd43b987189bcc357a5b838fa0-0fcf5b3fe97f7e801d1ddc95e9e7e028:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/257928ff6b2fb45d8b8739a5d27a739f-f36b145ecd25958ca15ea4ed6759f0f9:getPixels,T-B-A+,Built within 150m but coordinate displaced (verify GPS first)
20DE0045,"LOCAL INFRASTRUCTURE PROGRAM - CONSTRUCTION OF SLOPE PROTECTION, MUNICIPALITY OF BAUAN, BATANGAS 2ND LD",Flood Control and Drainage,Completed,13.7756647,120.96375,ok,2020,2020,2970000.0,KERAND BUILDERS AND SUPPLY (45696),,,242,170,True,-0.12724979823810562,0.014374873482918516,-0.006362372206613035,0.00801250127630549,-0.020129529212951563,0.015627289448554113,-0.002393450778787074,-0.01572644573803911,0.015321507769759659,1.542421779630507,-0.013109253323805733,0.0008116299705194685,-0.012297623353286274,-0.004667048499562701,0.011682635733138413,0.001220705974740731,-0.005946642763844418,0.0014439344136448137,134.9612731981429,0.29960894869997096,0.11521011240056794,0.10367967847946824,0.194078913984872,0.18945033419728285,0.04074995280206205,0.047290690223127596,0.0840250288730782,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/0d6aed48f27b2d448ee7e09b1e9e2b5a-da50fca3d3d14108b3af41d73f3b7b6b:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/4b81008f8fafd0cd7932fba20ab42943-1b0a4252f1459c9ff507dd62387862fb:getPixels,T-B+A+,Built nearby -- moderate coordinate offset
20OG0014,"REHABILITATION OF DRAINAGE SYSTEM, BRGY. BLUE RIDGE A, QUEZON",Flood Control and Drainage,Completed,14.6203864,121.0757371,ok,2020,2020,18976141.16,MKM MARKETING (15586),,,242,170,True,-0.0705915021737006,-0.005034811621930776,0.013387924702709577,0.008353113080778806,-0.03590732393736713,0.032959756582369694,-0.002525050629292298,-0.028632718665384752,0.0015018605558350332,0.134467712270543,-0.023626111154193812,0.018275438415864865,-0.005350672738328956,-0.03588595100510176,0.02537845239583582,0.003491659633528571,-0.01855903965606601,0.012452833673086392,64.43858660667576,0.16759363955948992,0.21064102509647847,0.09579003480788245,0.2989169772727337,0.22737539713680754,0.054742107792571174,0.046524425688385954,0.1603236459725655,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/aad03f4d106f414ca37c2fd121dd5e31-b1448a1c64f55b11eddd45f96d2d3dbe:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/eec12ba5a3c0ed439979871bb7baa095-4198da1bc343d7a2fb0436d756401f32:getPixels,T-B+A+,Built nearby -- moderate coordinate offset
19IH0022,"CONSTRUCTION OF FLOOD MITIGATION STRUCTURE - CONSTRUCTION OF ALLEN (POB.) SHORE PROTECTION, ALLEN, NORTHERN SAMAR",Flood Control and Drainage,Completed,12.5043297,124.2853851,ok,2019,2020,15627328.52,MCU CONSTRUCTION (43739),,,222,217,True,5.165326741806699,0.24806022607806044,-0.18292282215032662,0.06513740392773382,0.08643214063893011,0.004291751593726518,-0.050702717890862094,-0.00502146020918224,-0.006372402229130528,-0.007182532505765499,0.02633806146154741,-0.031222476964728386,-0.0048844155031809505,0.04053372601627202,0.021778915250768614,-0.012937718461517804,-0.0036332534718471862,-0.014500850506468875,149.98119639043375,0.7203089467093132,0.20901228291960916,0.22103595319381503,0.23975190969549717,0.1462367830462754,0.1100548483837395,0.09067469102442265,0.19094556613836794,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/36d641737a49bca4864056d479030fe6-a6b7f987be85676e305f40ea5250010a:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/dd6dee21f42d9588269bf19d91440292-35c943366de8b8f60b461a94853ccbd3:getPixels,T+B-A+,Scattered signal -- possible partial construction
20ID0001,"CONSTRUCTION OF FLOOD CONTROL STRUCTURE ALONG CABAYONGAN RIVER,BRGY. POBLACION DISTRICT I, JARO,LEYTE",Flood Control and Drainage,Completed,11.1893921,124.7868195,ok,2020,2020,4700280.04,RCC BUILDERS AND ENTERPRISES (32288),,,242,170,True,0.37907694502671246,-0.07159198379549578,0.007262689341502513,-0.06432929445399328,0.0568519566473117,-0.003317494158121855,0.009131487989365587,0.031803514735023436,-0.02592004912941612,1.0792690582623723,0.0025929583533836065,-0.04434368066069528,-0.04175072230731167,0.09994551879105437,-0.011024131613618895,-0.014306723028779545,0.035953027989738845,-0.008241239262284733,49.829985214341505,0.6613358551145808,0.2286534134746515,0.21578611483811563,0.2848059246112097,0.14675614087954164,0.07964739968478679,0.15224671268835666,0.15666307005044566,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/8f97f694097cd3944f761bc35bcec6a5-9707cc729d626261d121d41c88c8f838:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/9e81217f3ef7df8a9260526b43bf6ce8-6acb4a21b97cbb28af7eac1556334f25:getPixels,T+B+A+,Built at coordinate -- construction confirmed
18OF0237,"IMPROVEMENT OF DRAINAGE SYSTEM, BRGY. DAMAR, Q.C.",Flood Control and Drainage,Completed,14.645266,121.0017843,ok,2018,2020,18815891.09,IM CONSTRUCTION CORPORATION (20074),,,0,18,False,-4.373944618908851,-0.06610515510979044,0.11554802415900282,0.049442869049212385,-0.24902378691507823,0.34850274955976496,-0.0865819555433332,-0.16872571506822331,0.038062276030470944,1.6870722845178352,-0.10981061415647062,0.13871931332836002,0.0289086991718894,-0.24863893652499128,0.37930200752237797,-0.09299132717143974,-0.18214374454203874,0.0380211254010106,282.2500436253024,0.2689520414510551,0.6118288953071267,0.24095323244733893,0.16606683641817158,0.8041231785863637,0.06742681846916675,-0.06989928471595049,0.31337702226367936,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/84159a41b233217c107161bd8dcf9725-43be37f8ffb886c05ed18eb70320ef00:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/1d4ec122fe9899ad4f6810c2b9746b63-2f611c1f62c31c974a9bf8d8e7afcd03:getPixels,T-B+A+,Built nearby -- moderate coordinate offset
19HA0053,"CONSTRUCTION/MAINTENANCE OF FLOOD MITIGATION STRUCTURES AND DRAINAGE SYSTEM - CONSTRUCTION OF BUNGABONG FLOOD CONTROL, BOCTOL, BALILIHAN, BOHOL",Flood Control and Drainage,Completed,9.7780523,124.0195824,ok,2019,2020,22579500.0,O.Q. CONSTRUCTION AND SUPPLY (42767),,,222,217,True,-0.17208269489994704,-0.05644630378563391,0.01827588995487992,-0.038170413830753924,-0.012864416735568445,-0.07214444223509596,-0.011330213349804403,0.042092094253934,0.013216622865371808,-0.1528266621768797,-0.06057122512447425,0.009302975105840555,-0.051268250018633686,-0.003666022228361293,-0.05534718646705103,-0.012663213649626288,0.03259656616752576,0.018910403992819336,0.3815295748545786,0.40628693578808117,0.2607202404296616,0.1316925577935893,0.20648881778892397,0.03714237381182611,0.048734282727912054,0.06886009836457672,0.3093830976016036,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/062c449fb80503ee3a469a08b572d1fe-6d3760e983023dbea369727ec085f644:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/395b1e23b866fb356b3806257cbe25ab-99b5da2b33b330128309d886ccc9ee00:getPixels,T-B-A+,Built within 150m but coordinate displaced (verify GPS first)
19KF0133,"CONSTRUCTION OF DRAINAGE SYSTEM, PUROK 1, PUROK 13 AND PUROK 14, BRGY. TIBANGA, ILIGAN CITY, LANAO DEL NORTE",Flood Control and Drainage,Completed,8.2567383,124.2595408,ok,2019,2020,3270133.2,SDM VENTURES (39509),,,222,217,True,8.15140831725326,-0.018735783870252005,0.0023098647251633348,-0.016425919145088667,0.00807890258531193,-0.004018629648993624,0.0019893710658663464,0.0063772560910601754,-0.0043548665681393504,23.165003570950667,-0.13002688305151064,0.07092859558102244,-0.0590982874704882,0.000589170420654971,-0.020239839423398364,0.02953078470168708,0.024298619016369653,-0.031761274181310334,5728.55953955225,0.2884721812014066,0.4163037824898773,0.06711605278817381,0.19462053390997294,0.06011533801630142,0.15067372710928323,0.07165698393657804,0.0640709663272675,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/a731cfac7b9b217a5b1f7f7af3a4817c-cbd54393798e1ce57353c7c77aa385fc:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/006e69f1b838238f9fdf89b14591d4d6-9f497e6a871e8f7cc738834aa74b87ea:getPixels,T+B+A+,Built at coordinate -- construction confirmed
20HL0010,"CONSTRUCTION / MAINTENANCE OF FLOOD MITIGATION STRUCTURES AND DRAINAGE SYSTEMS - CONSTRUCTION OF LICOLICO RIVER CONTROL ALONG UPSTREAM AND DOWNSTREAM, SIATON, NEGROS ORIENTAL",Flood Control and Drainage,Completed,9.1471044,122.9093269,ok,2020,2020,49000000.0,UY CONDEV CORPORATION (FORMERLY:UY CONSTRUCTION & (12336),,,242,170,True,-0.1956197251602885,0.3782661581075349,-0.24582836375683229,0.1324377943507026,0.08820365720629737,0.031159592384244008,-0.059989207257540894,-0.0173380695728223,0.10219298890942163,-11.088306682376507,0.010825709614165362,-0.015324334799026708,-0.00449862518486136,0.015102692092854792,-0.009778575897105025,0.0017300459303170304,0.009092492694875698,-0.009563723662416429,228.87340324565565,0.6620757980385643,0.24990063825408276,0.22552818640876127,0.24035166422216767,0.09327989437542855,0.07798001132644711,0.08747111676037311,0.1580045256488829,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/044e695b4b29dd2749f1016b9efc3ba7-953eb2a6347aaf18adacf5f6a586a06e:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/55fa632ed0b5896bcc96ca350fa9518f-03688c3debae1fc211ac50adfdca2236:getPixels,T-B-A+,Built within 150m but coordinate displaced (verify GPS first)
19FM0010,CONSTRUCTION OF DRAINAGE STRUCTURE - CONSTRUCTION OF FLOOD MITIGATION STRUCTURES AND DRAINAGE SYSTEM - DORONG-AN RIVER.,Flood Control and Drainage,Completed,12.6020029,123.6899422,ok,2019,2020,14201500.78,TRISAN CONSTRUCTION AND DEVELOPMENT (35083),,,222,217,True,-0.0031500792278044885,0.043230541903526154,-0.029602269985189108,0.013628271918337025,0.02491508277758916,-0.008638438404658772,-0.014638884919498649,0.0007760639429009418,0.012460523029078057,-0.020105340384481418,0.016658146446175068,-0.01033105809606325,0.0063270883501118005,-0.0012285109066008713,2.8545120339862165e-05,-0.00513626849793589,-0.0030655756727379787,0.011252186324151847,0.6770846015730704,0.35844433763849226,0.22353565955828925,0.15987872002990583,0.12542348820668509,0.07308700027577586,0.07098196521215139,0.03197642168141898,0.20290316060826727,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/4420bf7c9b2b9d6d37c0b67e3140d1fe-45bdf47211efcf47fbdd72a4ce889c27:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/468d9622b25515c2b0ed1661b8120462-967642aa36b1bb0b0ab2c72d23ffdd9d:getPixels,T-B-A+,Built within 150m but coordinate displaced (verify GPS first)
20IC0054,"FLOOD CONTROL AND DRAINAGE - FLOOD CONTROL STRUCTURES/FACILITIES - CONST. OF FLOOD CONTROL ALONG DUNGON RIVER, BRGY. RIZAL II SECTION, BABATNGON, LEYTE",Flood Control and Drainage,Completed,11.3888969,124.890274,ok,2020,2020,9362701.59,GO_SOLID BUILDERS INC. (38948),,,242,170,True,-1.5630180306934678,0.31004379231973955,-0.18745914111357306,0.12258465120616645,0.05003301287511108,-0.0035761873577308295,-0.08088884692326269,-0.019153335358670948,0.060869087957092165,-0.38171876346508066,0.04144694659649523,-0.019666539460397002,0.021780407136098252,-0.027821409914286017,-0.03714824205323127,-0.01700679261062993,0.001314541673028947,0.01541299194256409,0.27888102188518193,0.8523059513781102,0.1401493554092993,0.3065984105540566,0.24172160820033192,0.12013833545632657,0.05451601440943776,0.04156765262410045,0.2724849303773066,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/4f73a3152655406dfef82e850f4f3559-3dad1e75f16d123a178a95d5fb69a321:getPixels,https://earthengine.googleapis.com/v1/projects/ee-fragotyron/thumbnails/0981622d7d0f027f7d274cb2d3a84b66-f503b6daf2d2873c4866af96449b6d5f:getPixels,T-B-A+,Built within 150m but coordinate displaced (verify GPS first)
